mm,formula,compound,pollutant_category,AVG_savanna,AVG_boreal_forest,AVG_tropical_forest,AVG_temperate_forest,AVG_peat,AVG_chaparral,AVG_open_cooking,AVG_cookstove,AVG_dung_burning,AVG_charcoal_making,AVG_charcoal_burning,AVG_pasture_maintenance,AVG_crop_residue,AVG_garbage_burning,N_savanna,N_boreal_forest,N_tropical_forest,N_temperate_forest,N_peat,N_chaparral,N_open_cooking,N_cookstove,N_dung_burning,N_charcoal_making,N_charcoal_burning,N_pasture_maintenance,N_crop_residue,N_garbage_burning,STD_savanna,STD_boreal_forest,STD_tropical_forest,STD_temperate_forest,STD_peat,STD_chaparral,STD_open_cooking,STD_cookstove,STD_dung_burning,STD_charcoal_making,STD_charcoal_burning,STD_pasture_maintenance,STD_crop_residue,STD_garbage_burning,id,S07,S07T,S18B,S22,MOZT1,geos_chem_species
96.0,C6H8O,"2,5-dimethylfuran",NMOC_g,0.2738,0.129,,0.0854,0.1458,0.0665,,,,,,,0.1607,0.0531,2.0,2.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,0.1089,,0.0485,0.0515,0.0316,,,,,,,0.089,,"InChI=1S/C6H8O/c1-5-3-4-6(2)7-5/h3-4H,1-2H3",ARO2,ARO2,FURNS,FURNS,XYLENES,
96.0,C6H8O,"Furan, 2,3-dimethyl-",NMOC_g,,0.0048,,,,,,,,,,,0.0039,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H8O/c1-5-3-4-7-6(5)2/h3-4H,1-2H3",ARO2,ARO2,FURNS,FURNS,XYLENES,
96.0,C6H8O,"Furan, 2,4-dimethyl-",NMOC_g,,0.0085,,0.0187,0.0556,,,,,,,,0.0082,,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H8O/c1-5-3-6(2)7-4-5/h3-4H,1-2H3",ARO2,ARO2,FURNS,FURNS,XYLENES,
96.0,C6H8O,2-cyclohexen-1-one,NMOC_g,,,,,,,,,,,,,0.0052,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H8O/c7-6-4-2-1-3-5-6/h2,4H,1,3,5H2",IPRD,IPRD,LVKS,LVKS,MEK,
96.0,C5H4O2,3-furaldehyde,NMOC_g,,0.0229,,0.0278,,0.0083,,,,,,,0.0155,,0.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0182,,,,,,,,,,,InChI=1S/C5H4O2/c6-3-5-1-2-7-4-5/h1-4H,ARO2,ARO2,OLEA1,OLEA1,TOLUENE,
96.0,C5H4O2,"2-cyclopentene-1,4-dione",NMOC_g,,0.0169,,0.0102,,,,,,,,,0.0093,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C5H4O2/c6-4-1-2-5(7)3-4/h1-2H,3H2",IPRD,IPRD,LVKS,LVKS,MEK,
96.0,C5H4O2,Cyclopentenedione,NMOC_g,,,,0.0143,,0.0048,,,,,,,0.007,,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0049,,,,,,,,,,,"InChI=1S/C5H4O2/c6-4-2-1-3-5(4)7/h1-2H,3H2",IPRD,IPRD,LVKS,LVKS,MEK,
96.0,C5H4O2,2-furaldehyde,NMOC_g,0.7974,0.5357,0.29,0.5751,1.0852,0.3691,0.5673,0.2354,0.7408,,,,0.524,0.3,2.0,3.0,1.0,13.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,6.0,1.0,1.1037,0.2099,,0.6359,0.9919,0.2663,,0.231,0.8501,,,,0.3323,,InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,ARO1,ARO1,OLEA1,OLEA1,TOLUENE,
96.0,C7H12,Cycloheptene,NMOC_g,,0.0181,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H12/c1-2-4-6-7-5-3-1/h1-2H,3-7H2",OLE2,OLE2,OLEC,OLE2,BIGENE,
96.0,C7H12,Vinylcyclopentane,NMOC_g,,0.0064,,0.0064,0.0067,,,,,,,,0.0023,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H12/c1-2-7-5-3-4-6-7/h2,7H,1,3-6H2",OLE2,OLE2,OLE2,OLE2,BIGENE,
96.0,C7H12,"Cyclopentane, ethylidene-",NMOC_g,,,,,0.0058,,,,,,,,0.0016,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H12/c1-2-7-5-3-4-6-7/h2H,3-6H2,1H3",OLE2,OLE2,OLEC,OLE2,BIGENE,
96.0,C7H12,"Cyclopentene, 3-ethyl-",NMOC_g,,0.0018,,0.0038,0.0094,,,,,,,,0.0063,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H12/c1-2-7-5-3-4-6-7/h3,5,7H,2,4,6H2,1H3",OLE2,OLE2,OLEC,OLE2,BIGENE,
96.0,C7H12,"1,6-heptadiene",NMOC_g,,0.0109,,0.0119,0.0079,,,,,,,,0.002,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H12/c1-3-5-7-6-4-2/h3-4H,1-2,5-7H2",OLE2,OLE2,OLE1,OLE1,BIGENE,
96.0,C7H12,"3,5-dimethylcyclopentene",NMOC_g,,0.0043,,0.0051,0.0161,,,,,,,,0.0078,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H12/c1-6-3-4-7(2)5-6/h3-4,6-7H,5H2,1-2H3",OLE2,OLE2,OLEC,OLE2,BIGENE,
96.0,C7H12,"Cyclopentene, 4,4-dimethyl-",NMOC_g,,0.0071,,0.0078,0.0362,,,,,,,,0.0066,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H12/c1-7(2)5-3-4-6-7/h3-4H,5-6H2,1-2H3",OLE2,OLE2,OLEC,OLE2,BIGENE,
96.0,C7H12,"Cyclohexene, 4-methyl-",NMOC_g,,0.0043,,0.0045,0.0078,,,,,,,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h2-3,7H,4-6H2,1H3",OLE2,OLE2,OLEC,OLE2,BIGENE,
96.0,C7H12,"Cyclohexene, 3-methyl-",NMOC_g,,0.0081,,0.0113,0.0162,,,,,,,,0.0102,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h3,5,7H,2,4,6H2,1H3",OLE2,OLE2,OLEC,OLE2,BIGENE,
96.0,C7H12,1-methylcyclohexene,NMOC_g,,0.0064,,0.0092,0.0294,0.0122,,,,,,,0.0063,,0.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0017,,,,,,,,,,,"InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h5H,2-4,6H2,1H3",OLE2,OLE2,OLEC,OLE2,BIGENE,
96.0,C7H12,C7H12 isomers,NMOC_g,,0.0413,,0.0779,0.0928,,,,,,,,0.0497,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,394.88_1.069,OLE2,OLE2,OLEC,OLE2,BIGENE,
96.0,CH2Cl2,Methylene chloride,NMOC_g,,,,0.0021,,,,0.0003,0.0004,,,,0.0033,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,,,,0.0011,,,,0.0001,0.0001,,,,0.0042,,InChI=1S/CH2Cl2/c2-1-3/h1H2,ALK1,ALK1,NROG,NROG,NROG,
97.0,C6H11N,Hexanenitrile,NMOC_g,,0.004,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H11N/c1-2-3-4-5-6-7/h2-5H2,1H3",ALK5,ALK5,OTH4,ALK5,BIGENE,
97.0,C6H11N,4-methylpentanenitrile,NMOC_g,,0.0052,,0.0069,0.0113,0.0005,,,0.0216,,,,0.0032,,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,0.0018,,,,,,,,,0.0005,,"InChI=1S/C6H11N/c1-6(2)4-3-5-7/h6H,3-4H2,1-2H3",ALK5,ALK5,OTH4,ALK5,BIGENE,
98.0,C7H14,"Cyclopentane, ethyl-",NMOC_g,,,,0.0057,0.0214,,,,,,,,0.0005,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H14/c1-2-7-5-3-4-6-7/h7H,2-6H2,1H3",ALK5,ALK5,ALK5,ALK5,BIGALK,
98.0,C7H14,"2-heptene, (e)-",NMOC_g,,0.0059,,0.0179,0.054,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3,5H,4,6-7H2,1-2H3/b5-3+",OLE2,OLE2,OLE2,OLE2,BIGENE,
98.0,C7H14,"2-heptene, z",NMOC_g,,0.004,,0.0055,0.0282,,,,,,,,0.0004,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3,5H,4,6-7H2,1-2H3/b5-3-",OLE2,OLE2,OLE2,OLE2,BIGENE,
98.0,C7H14,1-heptene,NMOC_g,0.034,0.0847,,0.036,0.1517,0.0292,,,,,,,0.0214,,1.0,1.0,0.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,0.0252,0.1028,0.0328,,,,,,,0.0065,,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3",OLE1,OLE1,OLE1,OLE1,BIGENE,
98.0,C7H14,"3-heptene, (e)-",NMOC_g,,0.0008,,0.0022,0.0162,,,,,,,,0.0001,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h5,7H,3-4,6H2,1-2H3/b7-5+",OLE2,OLE2,OLE2,OLE2,BIGENE,
98.0,C7H14,"1-hexene, 5-methyl-",NMOC_g,,,,0.0025,0.0065,,,,,,,,0.0005,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H14/c1-4-5-6-7(2)3/h4,7H,1,5-6H2,2-3H3",OLE1,OLE1,OLE1,OLE1,BIGENE,
98.0,C7H14,"2-hexene, 5-methyl-, (e)-",NMOC_g,,,,,0.0045,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H14/c1-4-5-6-7(2)3/h4-5,7H,6H2,1-3H3/b5-4+",OLE2,OLE2,OLE2,OLE2,BIGENE,
98.0,C7H14,"1-hexene, 3-methyl-",NMOC_g,,,,0.0018,0.0071,,,,,,,,0.0004,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H14/c1-4-6-7(3)5-2/h5,7H,2,4,6H2,1,3H3",OLE1,OLE1,OLE1,OLE1,BIGENE,
98.0,C7H14,3-methyl-2-hexene (e),NMOC_g,,0.0014,,0.0018,0.0045,,,,,,,,0.0009,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H14/c1-4-6-7(3)5-2/h5H,4,6H2,1-3H3/b7-5+",OLE2,OLE2,OLE4,OLE4,BIGENE,
98.0,C7H14,(z)-3-methyl-2-hexene,NMOC_g,,0.0033,,0.003,,,,,,,,,0.0019,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H14/c1-4-6-7(3)5-2/h5H,4,6H2,1-3H3/b7-5-",OLE2,OLE2,OLE4,OLE4,BIGENE,
98.0,C7H14,"1-butene, 2-ethyl, 3-methyl",NMOC_g,,0.0049,,0.0065,0.0165,,,,,,,,0.0026,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H14/c1-5-7(4)6(2)3/h6H,4-5H2,1-3H3",OLE1,OLE1,OLE3,OLE3,BIGENE,
98.0,C7H14,"1-pentene, 2,3-dimethyl-",NMOC_g,,,,,,,,,,,,,0.0005,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H14/c1-5-7(4)6(2)3/h7H,2,5H2,1,3-4H3",OLE2,OLE2,OLE3,OLE3,BIGENE,
98.0,C7H14,Methylcyclohexane,NMOC_g,0.01,,,0.0071,0.017,0.0024,,0.0097,0.028,,,,0.0103,0.0276,1.0,0.0,0.0,9.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,1.0,,,,0.0057,,0.0006,,,0.0357,,,,0.0158,,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",ALK5,ALK5,ALK5,ALK5,BIGALK,
98.0,C7H14,C7H14 isomers,NMOC_g,,,,,,,,,,,,,0.0005,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,579.821_1.052,OLE2,OLE2,OLE2,OLE2,BIGENE,
98.0,C6H10O,4-hexen-2-one,NMOC_g,,,,,,,,,,,,,0.0007,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H10O/c1-3-4-5-6(2)7/h3-4H,5H2,1-2H3/b4-3+",IPRD,IPRD,LVKS,LVKS,MEK,
98.0,C6H10O,5-hexen-2-one,NMOC_g,,,,0.0029,,,,,,,,,0.001,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H10O/c1-3-4-5-6(2)7/h3H,1,4-5H2,2H3",IPRD,IPRD,LVKS,LVKS,MEK,
98.0,C6H10O,3-hexen-2-one,NMOC_g,,,,,,,,,,,,,0.0011,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H10O/c1-3-4-5-6(2)7/h4-5H,3H2,1-2H3/b5-4+",IPRD,IPRD,LVKS,LVKS,MEK,
98.0,C6H10O,5-hexen-3-one,NMOC_g,,,,,,,,,,,,,0.0006,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H10O/c1-3-5-6(7)4-2/h3H,1,4-5H2,2H3",IPRD,IPRD,LVKS,LVKS,MEK,
98.0,C6H10O,1-hexen-3-one,NMOC_g,,,,,,,,,,,,,0.0007,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H10O/c1-3-5-6(7)4-2/h4H,2-3,5H2,1H3",IPRD,IPRD,LVKS,LVKS,MEK,
98.0,C6H10O,"2-pentanone, 3-methylene-",NMOC_g,,,,,,,,,,,,,0.001,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H10O/c1-4-5(2)6(3)7/h2,4H2,1,3H3",IPRD,IPRD,LVKS,LVKS,MEK,
98.0,C6H10O,"4-penten-2-one, 3-methyl-",NMOC_g,,,,0.0024,,,,,,,,,0.0009,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H10O/c1-4-5(2)6(3)7/h4-5H,1H2,2-3H3",IPRD,IPRD,LVKS,LVKS,MEK,
98.0,C6H10O,"3-penten-2-one, 3-methyl-",NMOC_g,,,,0.002,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H10O/c1-4-5(2)6(3)7/h4H,1-3H3",IPRD,IPRD,LVKS,LVKS,MEK,
98.0,C6H10O,"1-penten-3-one, 2-methyl-",NMOC_g,,,,,,,,,,,,,0.0019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H10O/c1-4-6(7)5(2)3/h2,4H2,1,3H3",IPRD,IPRD,LVKS,LVKS,MEK,
98.0,C6H10O,"3-penten-2-one, 4-methyl-",NMOC_g,,,,,,,,,,,,,0.0007,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H10O/c1-5(2)4-6(3)7/h4H,1-3H3",IPRD,IPRD,LVKS,LVKS,MEK,
98.0,C6H10O,3-methylcyclopentanone,NMOC_g,,,,,,,,,,,,,0.0038,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H10O/c1-5-2-3-6(7)4-5/h5H,2-4H2,1H3",PRD2,PRD2,KET2,KET2,MEK,
98.0,C6H10O,"Cyclopentanone, 2-methyl-",NMOC_g,,,,0.0131,,,,,,,,,0.0091,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h5H,2-4H2,1H3",PRD2,PRD2,OTH3,ALK6,BIGALK,
98.0,C6H10O,Cyclohexanone,NMOC_g,,,,0.0068,0.0505,,,,,,,,0.0019,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,PRD2,PRD2,OTH3,ALK6,MEK,
98.0,C6H10O,4-Hexen-3-one isomers,NMOC_g,,,,,,,,,,,,,0.0031,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,859.731_2.187,IPRD,IPRD,LVKS,LVKS,MEK,
98.0,C5H6S,"Thiophene, 3-methyl-",NMOC_g,,,,,,,,,,,,,0.014,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C5H6S/c1-5-2-3-6-4-5/h2-4H,1H3",OLE1,OLE1,OLEP,OLEP,BIGENE,
98.0,C5H6S,"Thiophene, 2-methyl-",NMOC_g,,,,0.0177,0.0195,,,,,,,,0.0186,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C5H6S/c1-5-3-2-4-6-5/h2-4H,1H3",ARO1,ARO1,OLEP,OLEP,BIGENE,
98.0,C5H6O2,"2(3h)-furanone, 5-methyl-",NMOC_g,,,,0.004,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C5H6O2/c1-4-2-3-5(6)7-4/h2H,3H2,1H3",OLE2,OLE2,OLEP,OLEP,BIGENE,
98.0,C5H6O2,2-furan methanol,NMOC_g,0.8636,0.251,,0.3252,0.3297,0.1504,0.1772,0.0616,,,,,0.5372,0.2379,1.0,2.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,,0.2708,,0.2346,,,,,,,,,0.2367,,"InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h1-3,6H,4H2",ARO1,ARO1,FURNS,FURNS,TOLUENE,
98.0,C4H2O3,Maleic anhydride,NMOC_g,0.109,0.07,,0.0972,,0.146,,,,,,,0.063,,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,0.0351,,,,,,,,,0.012,,InChI=1S/C4H2O3/c5-3-1-2-4(6)7-3/h1-2H,OLE2,OLE2,MALAH,MALAH,BIGENE,
100.0,C5H8O2,"2-butenoic acid, methyl ester",NMOC_g,,,,,,,,,,,,,0.0056,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C5H8O2/c1-3-4-5(6)7-2/h3-4H,1-2H3/b4-3+",OLE2,OLE2,OLEP,OLEP,BIGENE,
100.0,C5H8O2,Unsaturated c5 carboxylic acids,NMOC_g,,0.046,,0.0075,,,,,,,,,0.0077,,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0474,,,,,,,,,,,,,"InChI=1S/C5H8O2/c1-3-4-7-5(2)6/h3H,1,4H2,2H3",OLE2,OLE2,OLEP,OLEP,BIGENE,
100.0,C5H8O2,"2,3-pentanedione",NMOC_g,,0.0173,,0.0318,0.0826,,,,,,,,0.1096,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C5H8O2/c1-3-5(7)4(2)6/h3H2,1-2H3",PRD2,PRD2,KET2,KET2,MEK,
100.0,C5H8O2,Methyl methacrylate,NMOC_g,,0.0042,,0.0645,,0.0431,,,,,,,0.0028,,0.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0426,,,,,,,,,,,"InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",OLE2,OLE2,OLEP,OLEP,BIGENE,
100.0,C6H12O,N-hexanal,NMOC_g,,0.0094,0.61,0.0535,0.0073,0.0163,,,,,,0.017,0.0015,0.1432,0.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,,0.0706,,,,,,,,,,,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",RCHO,RCHO,RCHO,RCHO,BIGALK,
100.0,C6H12O,2-hexanone,NMOC_g,,0.0025,,0.0101,0.0073,0.0153,,,,,,,0.0025,,0.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,0.0028,,,,,,,,,0.002,,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",PRD2,PRD2,KET2,KET2,MEK,
100.0,C6H12O,3-hexanone,NMOC_g,,,,0.0399,,0.033,,,,,,,0.002,,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0121,,,,,,,,,,,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3",PRD2,PRD2,KET2,KET2,MEK,
100.0,C6H12O,"2-pentanone, 3-methyl-",NMOC_g,,,,,0.0139,,,,,,,,0.0009,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H12O/c1-4-5(2)6(3)7/h5H,4H2,1-3H3",PRD2,PRD2,KET2,KET2,MEK,
100.0,C6H12O,"3-pentanone, 2-methyl-",NMOC_g,,,,,0.0044,,,,,,,,0.0003,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H12O/c1-4-6(7)5(2)3/h5H,4H2,1-3H3",PRD2,PRD2,KET2,KET2,MEK,
100.0,C6H12O,4-methyl-2-pentanone,NMOC_g,,,,0.005,0.0076,,,,,,,,0.0018,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,0.001,,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",PRD2,PRD2,KET2,KET2,MEK,
100.0,C7H16,N-heptane,NMOC_g,0.024,0.0231,0.0056,0.023,0.2324,0.0146,,0.0042,0.043,,,,0.0118,0.231,2.0,2.0,1.0,10.0,3.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,10.0,1.0,0.024,0.0013,,0.0141,0.1434,0.0093,,0.0052,0.0601,,,,0.0183,,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",ALK4,ALK4,ALK4,ALK4,BIGALK,
100.0,C7H16,"Hexane, 2-methyl-",NMOC_g,0.007,0.0004,,0.008,0.1089,,,,,,,,0.0058,,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,0.0086,0.143,,,,,,,,0.0065,,"InChI=1S/C7H16/c1-4-5-6-7(2)3/h7H,4-6H2,1-3H3",ALK5,ALK5,ALK4,ALK4,BIGALK,
100.0,C7H16,"Hexane, 3-methyl-",NMOC_g,0.013,,,0.0097,0.1856,,,,,,,,0.0042,,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0078,0.2481,,,,,,,,0.0007,,"InChI=1S/C7H16/c1-4-6-7(3)5-2/h7H,4-6H2,1-3H3",ALK5,ALK5,ALK4,ALK4,BIGALK,
